Matricule,Id appartenance,Id fonction occupée,Nom,Prénom,Code du groupe politique,Nom court du groupe politique,Date de début d'appartenance,Date de fin d'appartenance,Nom court fonction,Date de début de la fonction,Date de fin de la fonction
98023Q,340,341,Cornu,Gérard,RPR,Groupe du RPR,1998-10-01 00:00:00.0,2002-12-10 00:00:00.0,Membre,1998-10-01 00:00:00.0,2002-12-10 00:00:00.0
98023Q,724,720,Cornu,Gérard,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2018-12-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2018-12-30 00:00:00.0
83023N,126,126,de Cossé-Brissac,Charles-Henri,RI,Groupe des RI,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
59224F,999,1259,Costes,Marcel,SOC,"Groupe Socialiste, Écologiste et Républicain",,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
19253P,2684,3065,Costes,Josiane,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-06-18 00:00:00.0,2017-06-18 00:00:00.0,Membre,2017-06-18 00:00:00.0,2017-06-18 00:00:00.0
19253P,2689,3071,Costes,Josiane,NI,Réunion administrative des non-inscrits,2017-06-19 00:00:00.0,2017-06-26 00:00:00.0,Membre,2017-06-19 00:00:00.0,2017-06-26 00:00:00.0
19253P,2690,3072,Costes,Josiane,RDSE,Groupe du RDSE,2017-06-27 00:00:00.0,2018-11-16 00:00:00.0,Membre,2017-06-27 00:00:00.0,2018-11-16 00:00:00.0
19253P,3040,3442,Costes,Josiane,NI,Réunion administrative des non-inscrits,2019-03-04 00:00:00.0,2019-03-04 00:00:00.0,Membre,2019-03-04 00:00:00.0,2019-03-04 00:00:00.0
19253P,3039,3444,Costes,Josiane,RDSE,Groupe du RDSE,2019-03-05 00:00:00.0,2020-09-30 00:00:00.0,Membre,2019-03-05 00:00:00.0,2020-09-30 00:00:00.0
000702,1486,1746,Coude Du Foresto,Yvon,UCDP,Union Centriste des Démocrates de Progrès,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
07030L,1869,2147,Couderc,Raymond,NI,Réunion administrative des non-inscrits,2007-08-27 00:00:00.0,2007-09-10 00:00:00.0,Membre,2007-08-27 00:00:00.0,2007-09-10 00:00:00.0
07030L,1871,2149,Couderc,Raymond,UMP,Groupe Les Républicains,2007-09-10 00:00:00.0,2014-09-30 00:00:00.0,Membre,2007-09-10 00:00:00.0,2014-09-30 00:00:00.0
000192,3274,3690,Coudert,Jacques,RPR,Groupe du RPR,1977-10-05 00:00:00.0,1980-10-01 00:00:00.0,Membre,1977-10-05 00:00:00.0,1980-10-01 00:00:00.0
000192,1000,1260,Coudert,Jacques,UDR,Union des Démocrates pour la République,,1977-10-01 00:00:00.0,Membre,,1977-10-01 00:00:00.0
000121,1001,1261,Courbatere,Roger,GD,Gauche Démocratique,,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
74050Q,21,21,Courrière,Raymond,SOC,"Groupe Socialiste, Écologiste et Républicain",,2006-08-11 00:00:00.0,Membre,,2006-08-11 00:00:00.0
000205,1002,1262,Courriere,Antoine,SOC,"Groupe Socialiste, Écologiste et Républicain",,1974-09-20 00:00:00.0,Membre,,1974-09-20 00:00:00.0
000359,1003,1263,Courroy,Louis,RI,Groupe des RI,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
80013X,22,22,Courteau,Roland,SOC,"Groupe Socialiste, Écologiste et Républicain",1980-10-02 00:00:00.0,2020-09-30 00:00:00.0,Membre,1980-10-02 00:00:00.0,2020-09-30 00:00:00.0
11115U,2774,3168,Courtial,Édouard,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
11115U,2938,3339,Courtial,Édouard,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
95020Y,701,697,Courtois,Jean-Patrick,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2015-06-12 00:00:00.0,Membre,2002-12-11 00:00:00.0,2008-01-15 00:00:00.0
95020Y,701,2164,Courtois,Jean-Patrick,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2015-06-12 00:00:00.0,Vice-Président délégué,2008-01-15 00:00:00.0,2011-09-30 00:00:00.0
95020Y,701,2600,Courtois,Jean-Patrick,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2015-06-12 00:00:00.0,Membre,2011-10-01 00:00:00.0,2015-06-12 00:00:00.0
95020Y,229,2165,Courtois,Jean-Patrick,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000089,1436,1696,Cousin,Auguste,UREI,Union des Républicains et des Indépendants,,1982-01-10 00:00:00.0,Membre,,1982-01-10 00:00:00.0
000173,1004,1264,Coutrot,Maurice,SOC,"Groupe Socialiste, Écologiste et Républicain",,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
59529V,1005,1265,Couve De Murville,Maurice,RPR,Groupe du RPR,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
20070A,3120,3535,Cozic,Thierry,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20070A,3216,3631,Cozic,Thierry,SOC,"Groupe Socialiste, Écologiste et Républicain",2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
000769,1487,1747,Cremieux,Suzanne,GD,Gauche Démocratique,,1976-07-11 00:00:00.0,Membre,,1976-07-11 00:00:00.0
11001K,2119,2392,Cros,Roselle,AUCUN,Sénateurs n'appartenant à aucun groupe,2011-01-23 00:00:00.0,2011-01-24 00:00:00.0,Membre,2011-01-23 00:00:00.0,2011-01-24 00:00:00.0
11001K,2120,2393,Cros,Roselle,UC,Groupe Union Centriste,2011-01-24 00:00:00.0,2011-09-30 00:00:00.0,Membre,2011-01-24 00:00:00.0,2011-09-30 00:00:00.0
71011U,1006,1266,Croze,Pierre,RI,Groupe des RI,,1998-01-19 00:00:00.0,Membre,,1998-01-19 00:00:00.0
59530N,1007,1267,Crucis,Michel,RI,Groupe des RI,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
11056N,2259,2533,Cukierman,Cécile,CRC,Groupe CRCE,2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,
74019R,311,311,de Cuttoli,Charles,RPR,Groupe du RPR,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
14357A,2667,3037,Cuypers,Pierre,NI,Réunion administrative des non-inscrits,2016-12-01 00:00:00.0,2016-12-04 00:00:00.0,Membre,2016-12-01 00:00:00.0,2016-12-04 00:00:00.0
14357A,2668,3038,Cuypers,Pierre,UMP,Groupe Les Républicains,2016-12-05 00:00:00.0,,Membre,2016-12-05 00:00:00.0,
19525U,2780,3174,Dagbert,Michel,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19525U,2902,3299,Dagbert,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
58649Y,1008,1268,Dagonia,Georges,SOC,"Groupe Socialiste, Écologiste et Républicain",,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
000397,1009,1269,Dailly,Etienne,RDE,Rassemblement Démocratique et Européen,,1995-03-03 00:00:00.0,Membre,,1995-03-03 00:00:00.0
04086Q,1722,1984,Dallier,Philippe,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04086Q,1773,2037,Dallier,Philippe,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2011-11-30 00:00:00.0,Membre,2004-10-05 00:00:00.0,2011-10-30 00:00:00.0
04086Q,1773,2647,Dallier,Philippe,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2011-11-30 00:00:00.0,Vice-Président,2011-11-01 00:00:00.0,2011-11-30 00:00:00.0
04086Q,2341,2661,Dallier,Philippe,UMP,Groupe Les Républicains,2011-12-01 00:00:00.0,2021-07-27 00:00:00.0,Vice-Président,2011-12-01 00:00:00.0,2014-10-06 00:00:00.0
04086Q,2341,2846,Dallier,Philippe,UMP,Groupe Les Républicains,2011-12-01 00:00:00.0,2021-07-27 00:00:00.0,Vice-Président délégué,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0
04086Q,2341,3321,Dallier,Philippe,UMP,Groupe Les Républicains,2011-12-01 00:00:00.0,2021-07-27 00:00:00.0,Membre,2017-10-03 00:00:00.0,2021-07-27 00:00:00.0
14079W,2471,2789,Danesi,René,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14079W,2534,2866,Danesi,René,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
07001F,1840,2118,Danglot,Jean-Claude,NI,Réunion administrative des non-inscrits,2007-01-03 00:00:00.0,2007-01-04 00:00:00.0,Membre,2007-01-03 00:00:00.0,2007-01-04 00:00:00.0
07001F,1843,2122,Danglot,Jean-Claude,CRC,Groupe CRCE,2007-01-04 00:00:00.0,2011-09-30 00:00:00.0,Membre,2007-01-04 00:00:00.0,2011-09-30 00:00:00.0
11065P,2266,2540,Dantec,Ronan,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2012-01-10 00:00:00.0,Membre,2011-10-01 00:00:00.0,2012-01-10 00:00:00.0
11065P,2347,2668,Dantec,Ronan,ECO,Groupe écologiste,2012-01-11 00:00:00.0,2017-06-29 00:00:00.0,Membre,2012-01-11 00:00:00.0,2017-06-29 00:00:00.0
11065P,2724,3107,Dantec,Ronan,NI,Réunion administrative des non-inscrits,2017-06-30 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-06-30 00:00:00.0,2017-10-02 00:00:00.0
11065P,2884,3280,Dantec,Ronan,RDSE,Groupe du RDSE,2017-10-03 00:00:00.0,2020-10-04 00:00:00.0,Membre,2017-10-03 00:00:00.0,2020-10-04 00:00:00.0
11065P,3242,3657,Dantec,Ronan,GEST,Groupe Écologiste - Solidarité et Territoires,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
98031Q,386,393,Darcos,Xavier,AUCUN,Sénateurs n'appartenant à aucun groupe,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0,Membre,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0
98031Q,349,352,Darcos,Xavier,RPR,Groupe du RPR,1998-10-05 00:00:00.0,2002-06-07 00:00:00.0,Membre,1998-10-05 00:00:00.0,2002-06-07 00:00:00.0
19693L,2796,3190,Darcos,Laure,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19693L,2939,3340,Darcos,Laure,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000416,1010,1270,Dardel,Georges,NI,Réunion administrative des non-inscrits,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
14259Y,2519,2837,Darnaud,Mathieu,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14259Y,2535,2867,Darnaud,Mathieu,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,,Membre,2014-10-07 00:00:00.0,
95021A,279,279,Darniche,Philippe,NI,Réunion administrative des non-inscrits,,2014-09-30 00:00:00.0,Membre,,2014-09-30 00:00:00.0
000683,1488,1748,Darou,Marcel,SOC,"Groupe Socialiste, Écologiste et Républicain",,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
000524,1011,1271,Darras,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",,1992-01-06 00:00:00.0,Membre,,1992-01-06 00:00:00.0
000709,1489,1749,Dassaud,Francis,SOC,"Groupe Socialiste, Écologiste et Républicain",,1965-10-01 00:00:00.0,Membre,,1965-10-01 00:00:00.0
04055H,1687,1949,Dassault,Serge,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04055H,1740,2003,Dassault,Serge,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0,Membre,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0
04008A,2808,3202,Daubresse,Marc-Philippe,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
04008A,2940,3341,Daubresse,Marc-Philippe,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
08052W,1977,2250,Daudigny,Yves,SOC,"Groupe Socialiste, Écologiste et Républicain",2008-10-01 00:00:00.0,2020-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2020-09-30 00:00:00.0
01012H,519,518,Dauge,Yves,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01012H,581,580,Dauge,Yves,SOC,"Groupe Socialiste, Écologiste et Républicain",2001-10-02 00:00:00.0,2011-09-30 00:00:00.0,Membre,2001-10-02 00:00:00.0,2011-09-30 00:00:00.0
000438,1012,1272,Daugnac,André,UC,Groupe Union Centriste,,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
80014Y,102,102,Daunay,Marcel,UC,Groupe Union Centriste,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
08038Y,1957,2232,Daunis,Marc,SOC,"Groupe Socialiste, Écologiste et Républicain",2008-10-01 00:00:00.0,2020-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2020-09-30 00:00:00.0
01059Y,567,566,David,Annie,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01059Y,582,581,David,Annie,CRC,Groupe CRCE,2001-10-02 00:00:00.0,2017-10-01 00:00:00.0,Membre,2001-10-02 00:00:00.0,2017-10-01 00:00:00.0
58019X,1013,1273,David,Jean,UCDP,Union Centriste des Démocrates de Progrès,,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
57826T,1014,1274,David,Léon,C,Communistes,,1978-10-01 00:00:00.0,Membre,,1978-10-01 00:00:00.0
000360,1437,1697,Dayan,Georges,SOC,"Groupe Socialiste, Écologiste et Républicain",,1979-05-28 00:00:00.0,Membre,,1979-05-28 00:00:00.0
77017C,251,251,Debarge,Marcel,SOC,"Groupe Socialiste, Écologiste et Républicain",,2004-09-30 00:00:00.0,Membre,,2004-09-30 00:00:00.0
86004X,197,197,Debavelaere,Désiré,RPR,Groupe du RPR,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
000031,1015,1275,Debesson,René,SOC,"Groupe Socialiste, Écologiste et Républicain",,1979-04-01 00:00:00.0,Membre,,1979-04-01 00:00:00.0
000194,1016,1276,Deblock,Roger,RI,Groupe des RI,,1974-03-16 00:00:00.0,Membre,,1974-03-16 00:00:00.0
04081K,1717,1979,Debré,Isabelle,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04081K,1742,2005,Debré,Isabelle,UMP,Groupe Les Républicains,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0,Membre,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0
17589D,2803,3197,Decool,Jean-Pierre,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
17589D,2870,3265,Decool,Jean-Pierre,RTLI,Groupe Les Indépendants - République et Territoires,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000250,1017,1277,Defferre,Gaston,SOC,"Groupe Socialiste, Écologiste et Républicain",,1962-12-13 00:00:00.0,Membre,,1962-12-13 00:00:00.0
000245,1018,1278,Deguise,Jean,RP,Républicains Populaires,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
000744,1490,1750,Dehe,Alfred,RI,Groupe des RI,,1969-01-11 00:00:00.0,Membre,,1969-01-11 00:00:00.0
83025Q,125,125,Dejoie,Luc,RPR,Groupe du RPR,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
98018T,334,334,del Picchia,Robert,AUCUN,Sénateurs n'appartenant à aucun groupe,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0,Membre,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0
98018T,387,394,del Picchia,Robert,RPR,Groupe du RPR,1998-10-05 00:00:00.0,2002-12-10 00:00:00.0,Membre,1998-10-05 00:00:00.0,2002-12-10 00:00:00.0
98018T,734,730,del Picchia,Robert,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2003-01-14 00:00:00.0,Membre,2002-12-11 00:00:00.0,2003-01-14 00:00:00.0
98018T,839,837,del Picchia,Robert,UMP,Groupe Les Républicains,2003-01-15 00:00:00.0,2014-07-08 00:00:00.0,Membre,2003-01-15 00:00:00.0,2014-07-08 00:00:00.0
98018T,2431,2749,del Picchia,Robert,UMP,Groupe Les Républicains,2014-07-09 00:00:00.0,2021-09-30 00:00:00.0,Membre,2014-07-09 00:00:00.0,2021-09-30 00:00:00.0
000066,1019,1279,Delagnes,Roger,SOC,"Groupe Socialiste, Écologiste et Républicain",,1974-01-01 00:00:00.0,Membre,,1974-01-01 00:00:00.0
11070L,2146,2420,Delahaye,Vincent,UC,Groupe Union Centriste,2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,
000199,1020,1280,Delalande,Jacques,RI,Groupe des RI,,1965-10-01 00:00:00.0,Membre,,1965-10-01 00:00:00.0
83026R,107,107,Delaneau,Jean,RI,Groupe des RI,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
95022B,189,189,Delanoë,Bertrand,SOC,"Groupe Socialiste, Écologiste et Républicain",,2001-03-27 00:00:00.0,Membre,,2001-03-27 00:00:00.0
11088W,2235,2509,Delattre,Francis,UMP,Groupe Les Républicains,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
19719D,2849,3243,Delattre,Nathalie,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-01 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-01 00:00:00.0,2017-10-02 00:00:00.0
19719D,2887,3283,Delattre,Nathalie,RDSE,Groupe du RDSE,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
14327T,2652,3013,Delcros,Bernard,NI,Réunion administrative des non-inscrits,2015-09-07 00:00:00.0,2015-09-09 00:00:00.0,Membre,2015-09-07 00:00:00.0,2015-09-09 00:00:00.0
14327T,2653,3014,Delcros,Bernard,UC,Groupe Union Centriste,2015-09-10 00:00:00.0,,Membre,2015-09-10 00:00:00.0,
11035H,2155,2429,Delebarre,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
59226H,1021,1281,Delelis,André,SOC,"Groupe Socialiste, Écologiste et Républicain",,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
92017R,196,196,Delevoye,Jean-Paul,RPR,Groupe du RPR,,2002-06-07 00:00:00.0,Membre,,2002-06-07 00:00:00.0
80015A,409,418,Delfau,Gérard,NI,Réunion administrative des non-inscrits,1998-10-05 00:00:00.0,1999-05-12 00:00:00.0,Membre,1998-10-05 00:00:00.0,1999-05-12 00:00:00.0
80015A,417,434,Delfau,Gérard,RDSE,Groupe du RDSE,1999-05-12 00:00:00.0,2008-09-30 00:00:00.0,Membre,1999-05-12 00:00:00.0,2008-09-30 00:00:00.0
80015A,98,98,Delfau,Gérard,SOC,"Groupe Socialiste, Écologiste et Républicain",,1998-10-04 00:00:00.0,Membre,,1998-10-04 00:00:00.0
59572Y,1022,1282,Delga,François,NI,Réunion administrative des non-inscrits,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
000621,1438,1698,Delmas,Lucien,SOC,"Groupe Socialiste, Écologiste et Républicain",,1988-02-05 00:00:00.0,Membre,,1988-02-05 00:00:00.0
19663E,2798,3192,Delmont-Koropoulis,Annie,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19663E,2941,3342,Delmont-Koropoulis,Annie,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
81007E,147,147,Delong,Jacques-Richard,RPR,Groupe du RPR,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
000188,1023,1283,Delorme,Claudius,RIAS,Républicains Indépendants d'Action Sociale (Devenu C.N.I.P.),,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
000685,1491,1751,Delpuech,Vincent,GD,Gauche Démocratique,,1966-03-09 00:00:00.0,Membre,,1966-03-09 00:00:00.0
20140W,3161,3576,Demas,Patricia,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20140W,3187,3602,Demas,Patricia,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
90004C,283,283,Demerliat,Jean-Pierre,SOC,"Groupe Socialiste, Écologiste et Républicain",1990-10-02 00:00:00.0,2014-09-30 00:00:00.0,Membre,1990-10-02 00:00:00.0,2014-09-30 00:00:00.0
92018S,633,629,Demessine,Michelle,CRC,Groupe CRCE,1992-10-02 00:00:00.0,2017-10-01 00:00:00.0,Membre,1992-10-02 00:00:00.0,2017-10-01 00:00:00.0
95023C,256,256,Demilly,Fernand,RDSE,Groupe du RDSE,,2004-09-30 00:00:00.0,Membre,,2004-09-30 00:00:00.0
17229F,3116,3531,Demilly,Stéphane,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
17229F,3255,3670,Demilly,Stéphane,UC,Groupe Union Centriste,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
04046G,2363,2683,Demontès,Christiane,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04046G,1676,1939,Demontès,Christiane,SOC,"Groupe Socialiste, Écologiste et Républicain",2004-10-05 00:00:00.0,2014-09-30 00:00:00.0,Membre,2004-10-05 00:00:00.0,2014-09-30 00:00:00.0
95024D,705,701,Demuynck,Christian,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
95024D,249,249,Demuynck,Christian,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
95025E,257,257,Deneux,Marcel,UC,Groupe Union Centriste,1995-10-02 00:00:00.0,2014-09-30 00:00:00.0,Membre,1995-10-02 00:00:00.0,2014-09-30 00:00:00.0
19659J,2748,3142,Dennemont,Michel,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19659J,2882,3278,Dennemont,Michel,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
97010F,53,53,Derian,Jean,CRC,Groupe CRCE,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
98024R,341,342,Dériot,Gérard,UC,Groupe Union Centriste,1998-10-01 00:00:00.0,2002-12-10 00:00:00.0,Membre,1998-10-01 00:00:00.0,2002-12-10 00:00:00.0
98024R,821,817,Dériot,Gérard,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2020-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2020-09-30 00:00:00.0
10006L,2110,2384,Deroche,Catherine,NI,Réunion administrative des non-inscrits,2010-10-12 00:00:00.0,2010-10-12 00:00:00.0,Membre,2010-10-12 00:00:00.0,2010-10-12 00:00:00.0
10006L,2109,2383,Deroche,Catherine,UMP,Groupe Les Républicains,2010-10-13 00:00:00.0,,Membre,2010-10-13 00:00:00.0,2014-10-06 00:00:00.0
10006L,2109,2904,Deroche,Catherine,UMP,Groupe Les Républicains,2010-10-13 00:00:00.0,,Vice-Président délégué,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0
10006L,2109,3322,Deroche,Catherine,UMP,Groupe Les Républicains,2010-10-13 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
14041T,2504,2822,Deromedi,Jacky,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14041T,2536,2868,Deromedi,Jacky,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,2021-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2021-09-30 00:00:00.0
000180,1024,1284,Dervaux,Renée,C,Communistes,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
97007L,169,169,Derycke,Dinah,SOC,"Groupe Socialiste, Écologiste et Républicain",,2002-01-19 00:00:00.0,Membre,,2002-01-19 00:00:00.0
000728,1492,1752,Desache,Marc,UNR,Union pour la Nouvelle République,,1965-10-01 00:00:00.0,Membre,,1965-10-01 00:00:00.0
58670V,1025,1285,Desbriere,Bernard,SOC,"Groupe Socialiste, Écologiste et Républicain",,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
07028S,1865,2144,Descamps,Béatrice,UMP,Groupe Les Républicains,2007-07-20 00:00:00.0,2010-12-13 00:00:00.0,Membre,2007-07-20 00:00:00.0,2010-12-13 00:00:00.0
07028S,2679,3054,Descamps,Béatrice,NI,Réunion administrative des non-inscrits,2017-06-05 00:00:00.0,2017-06-14 00:00:00.0,Membre,2017-06-05 00:00:00.0,2017-06-14 00:00:00.0
83028T,112,112,Descours,Charles,RPR,Groupe du RPR,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
000331,1026,1286,Descours Desacres,Jacques,UREI,Union des Républicains et des Indépendants,,1989-10-01 00:00:00.0,Membre,,1989-10-01 00:00:00.0
